SIRUTA	DENLOC	CODP	JUD	SIRSUP	TIP	NIV	MED	REGIUNE	FSJ	FSL	FS2	FS3	POND	rang	fictiv
1801	OCNA MURE?                       	515700	1	1794	17	3	1	7	1	1.30E+11	130050	1008160	3.02E+19	III	
1838	CISTEIU DE MURE?                 	515701	1	1794	19	3	1	7	1	1.30E+11	130050	3002867	1.72E+31	V  	
1847	MICO?LACA                        	515702	1	1794	19	3	1	7	1	1.30E+11	130050	3007422	2.82E+17	V  	
1856	R?ZBOIENI-CETATE                 	515703	1	1794	19	3	1	7	1	1.30E+11	130050	3009831	3.33E+31	V  	
1810	UIOARA DE JOS                    	515704	1	1794	18	3	1	7	1	1.30E+11	130050	2012443	3.82E+25	V  	
1829	UIOARA DE SUS                    	515705	1	1794	18	3	1	7	1	1.30E+11	130050	2012444	3.82E+25	V  	
8096	ORA? TEIU?                       	0	1	10	2	2	1	7	1	1.30E+11	1	       	3.03E+19	III	
8103	TEIU?                            	515900	1	8096	17	3	1	7	1	1.30E+11	130051	1011953	3619233838	III	
8112	BELDIU                           	515901	1	8096	19	3	1	7	1	1.30E+11	130051	3000938	1.62E+11	V  	
8121	C?PUD                            	515902	1	8096	19	3	1	7	1	1.30E+11	130051	3002238	1717313818	V  	
8130	CO?LARIU NOU                     	515903	1	8096	19	3	1	7	1	1.30E+11	130051	3003392	1.73E+23	V  	
8149	PE?ELCA                          	515904	1	8096	19	3	1	7	1	1.30E+11	130051	3008812	3.12E+13	V  	
1936	ORA? ZLATNA                      	0	1	10	2	2	1	7	1	1.30E+11	1	       	3.03E+21	III	
1945	ZLATNA                           	516100	1	1936	17	3	1	7	1	1.30E+11	130052	1013705	4.23E+11	III	
1954	BOTE?TI                          	516101	1	1936	19	3	1	7	1	1.30E+11	130052	3001442	1.63E+13	V  	
1963	BUDENI                           	516102	1	1936	19	3	1	7	1	1.30E+11	130052	3001794	1.64E+11	V  	
1972	DEALU ROATEI                     	516103	1	1936	19	3	1	7	1	1.30E+11	130052	3003956	1.82E+23	V  	
1981	DOBROT                           	516104	1	1936	19	3	1	7	1	1.30E+11	130052	3004141	1.83E+11	V  	
1990	DUMBRAVA                         	516105	1	1936	19	3	1	7	1	1.30E+11	130052	3004393	1.84E+15	V  	
2005	FENE?                            	516106	1	1936	19	3	1	7	1	1.30E+11	130052	3004688	2019291919	V  	
2014	GALA?I                           	516107	1	1936	19	3	1	7	1	1.30E+11	130052	3004957	2.11E+11	V  	
2023	IZVORU AMPOIULUI                 	516108	1	1936	19	3	1	7	1	1.30E+11	130052	3006303	2.34E+31	V  	
2032	P?TRÂNGENI                       	516109	1	1936	19	3	1	7	1	1.30E+11	130052	3008579	3.13E+19	V  	
2050	PÂR?U GRUIULUI                   	516110	1	1936	19	3	1	7	1	1.30E+11	130052	3008632	3.12E+27	V  	
2041	PIRITA                           	516111	1	1936	19	3	1	7	1	1.30E+11	130052	3008899	3.12E+11	V  	
2069	PODU LUI PAUL                    	516112	1	1936	19	3	1	7	1	1.30E+11	130052	3009112	3.13E+25	V  	
2078	RUNC                             	516113	1	1936	19	3	1	7	1	1.30E+11	130052	3010160	33382917	V  	
2087	RU?I                             	516114	1	1936	19	3	1	7	1	1.30E+11	130052	3010217	33383823	V  	
2096	SUSENI                           	516115	1	1936	19	3	1	7	1	1.30E+11	130052	3011447	3.44E+11	V  	
2103	TRÂMPOIELE                       	516116	1	1936	19	3	1	7	1	1.30E+11	130052	3012193	3.63E+19	V  	
2112	VALEA MIC?                       	516117	1	1936	19	3	1	7	1	1.30E+11	130052	3012862	3.91E+19	V  	
2121	VÂLTORI                          	516118	1	1936	19	3	1	7	1	1.30E+11	130052	3013217	3.92E+13	V  	
2130	ALBAC                            	0	1	10	3	2	3	7	1	1.50E+11	1	       	1327161317	IV 	
2149	ALBAC                            	517005	1	2130	22	3	3	7	1	1.50E+11	150001	1000085	1327161317	IV 	
2158	B?R??TI                          	517006	1	2130	23	3	3	7	1	1.50E+11	150001	3000742	1.62E+13	V  	
2167	BUD?IE?TI                        	517007	1	2130	23	3	3	7	1	1.50E+11	150001	3001788	1.64E+17	V  	
2176	CIONE?TI                         	517008	1	2130	23	3	3	7	1	1.50E+11	150001	3002813	1.72E+15	V  	
2185	COSTE?TI                         	517009	1	2130	23	3	3	7	1	1.50E+11	150001	3003348	1.73E+15	V  	
2194	DEALU L?M??OI                    	517011	1	2130	23	3	3	7	1	1.50E+11	150001	3003932	1.82E+25	V  	
2201	DEVE                             	517012	1	2130	23	3	3	7	1	1.50E+11	150001	3004040	18193919	V  	
2210	DUP? PLE?E                       	517013	1	2130	23	3	3	7	1	1.50E+11	150001	3004478	1.84E+19	V  	
2229	FA?A                             	517014	1	2130	23	3	3	7	1	1.50E+11	150001	3004534	20131313	V  	
2238	PLE?E?TI                         	517016	1	2130	23	3	3	7	1	1.50E+11	150001	3008988	3.13E+15	V  	
2247	POTIONCI                         	517017	1	2130	23	3	3	7	1	1.50E+11	150001	3009431	3.13E+15	V  	
2256	ROGOZ                            	517018	1	2130	23	3	3	7	1	1.50E+11	150001	3010010	3330213042	V  	
2265	RO?E?TI                          	517019	1	2130	23	3	3	7	1	1.50E+11	150001	3010061	3.33E+13	V  	
2274	RUSE?TI                          	517021	1	2130	23	3	3	7	1	1.50E+11	150001	3010203	3.34E+13	V  	
2283	SOHODOL                          	517022	1	2130	23	3	3	7	1	1.50E+11	150001	3011092	3.43E+13	V  	
2292	TAMBORE?TI                       	517023	1	2130	23	3	3	7	1	1.50E+11	150001	3011755	3.61E+19	V  	
2309	ALMA?U MARE                      	0	1	10	3	2	3	7	1	1.50E+11	1	       	1.33E+21	IV 	
2318	ALMA?U MARE                      	517030	1	2309	22	3	3	7	1	1.50E+11	150002	1000153	1.33E+21	IV 	
2327	ALMA?U DE MIJLOC                 	517031	1	2309	23	3	3	7	1	1.50E+11	150002	3000152	1.33E+31	V  	
2336	BR?DET                           	517032	1	2309	23	3	3	7	1	1.50E+11	150002	3001557	1.63E+11	V  	
2345	CHEILE CIBULUI                   	517033	1	2309	23	3	3	7	1	1.50E+11	150002	3002576	1.72E+27	V  	
2354	CIB                              	517034	1	2309	23	3	3	7	1	1.50E+11	150002	3002723	172316	V  	
2363	GLOD                             	517036	1	2309	23	3	3	7	1	1.50E+11	150002	3005337	21273018	V  	
2372	N?D??TIA                         	517038	1	2309	23	3	3	7	1	1.50E+11	150002	3007871	2.93E+15	V  	
2381	ARIE?ENI                         	0	1	10	3	2	3	7	1	1.50E+11	1	       	1.33E+15	IV 	
2390	ARIE?ENI                         	517040	1	2381	22	3	3	7	1	1.50E+11	150003	1000302	1.33E+15	IV 	
2407	AVR?ME?TI                        	517041	1	2381	23	3	3	7	1	1.50E+11	150003	3000380	1.34E+17	V  	
2416	BUBE?TI                          	517042	1	2381	23	3	3	7	1	1.50E+11	150003	3001705	1.64E+13	V  	
2425	CASA DE PIATR?                   	517043	1	2381	23	3	3	7	1	1.50E+11	150003	3002069	1.71E+27	V  	
2434	COBLE?                           	517044	1	2381	23	3	3	7	1	1.50E+11	150003	3003001	1.73E+11	V  	
2443	DEALU BAJULUI                    	517046	1	2381	23	3	3	7	1	1.50E+11	150003	3003908	1.82E+25	V  	
2452	FA?A CRISTESEI                   	517047	1	2381	23	3	3	7	1	1.50E+11	150003	3004537	2.01E+27	V  	
2461	FA?A L?PU?ULUI                   	517048	1	2381	23	3	3	7	1	1.50E+11	150003	3004538	2.01E+27	V  	
2470	GALBENA                          	517049	1	2381	23	3	3	7	1	1.50E+11	150003	3004961	2.11E+13	V  	
2489	HODOBANA                         	517051	1	2381	23	3	3	7	1	1.50E+11	150003	3005849	2.23E+15	V  	
2498	IZLAZ                            	517052	1	2381	23	3	3	7	1	1.50E+11	150003	3006256	2342271342	V  	
2504	P?NTE?TI                         	517053	1	2381	23	3	3	7	1	1.50E+11	150003	3008555	3.13E+15	V  	
2513	P?TR?H?I?E?TI                    	517054	1	2381	23	3	3	7	1	1.50E+11	150003	3008576	3.13E+25	V  	
2522	POIENI?A                         	517056	1	2381	23	3	3	7	1	1.50E+11	150003	3009297	3.13E+15	V  	
2531	RAVICE?TI                        	517057	1	2381	23	3	3	7	1	1.50E+11	150003	3009719	3.31E+17	V  	
2540	STURU                            	517058	1	2381	23	3	3	7	1	1.50E+11	150003	3011368	3436383338	V  	
2559	?TEI-ARIE?ENI                    	517059	1	2381	23	3	3	7	1	1.50E+11	150003	3011693	3.84E+25	V  	
2568	VANVUCE?TI                       	517061	1	2381	23	3	3	7	1	1.50E+11	150003	3013041	3.91E+19	V  	
2577	AVRAM IANCU                      	0	1	10	3	2	3	7	1	1.50E+11	1	       	1.34E+21	IV 	
2586	AVRAM IANCU                      	517065	1	2577	22	3	3	7	1	1.50E+11	150004	1000371	1.34E+21	IV 	
2595	ACHIME?E?TI                      	517066	1	2577	23	3	3	7	1	1.50E+11	150004	3000017	1.32E+21	V  	
2602	AVR?ME?TI                        	517067	1	2577	23	3	3	7	1	1.50E+11	150004	3000379	1.34E+17	V  	
2611	B?D?I                            	517068	1	2577	23	3	3	7	1	1.50E+11	150004	3000563	1616181823	V  	
2620	BOLDE?TI                         	517069	1	2577	23	3	3	7	1	1.50E+11	150004	3001327	1.63E+15	V  	
2639	C?LUG?RE?TI                      	517071	1	2577	23	3	3	7	1	1.50E+11	150004	3002199	1.72E+21	V  	
2648	C?SOAIA                          	517072	1	2577	23	3	3	7	1	1.50E+11	150004	3002279	1.72E+13	V  	
2657	CÂNDE?TI                         	517073	1	2577	23	3	3	7	1	1.50E+11	150004	3002366	1.72E+15	V  	
2666	CÂR??TI                          	517074	1	2577	23	3	3	7	1	1.50E+11	150004	3002373	1.72E+13	V  	
2675	CÂR?ULE?TI                       	517076	1	2577	23	3	3	7	1	1.50E+11	150004	3002419	1.72E+19	V  	
2684	COCE?TI                          	517077	1	2577	23	3	3	7	1	1.50E+11	150004	3003010	1.73E+13	V  	
2693	COCO?E?TI                        	517078	1	2577	23	3	3	7	1	1.50E+11	150004	3003033	1.73E+17	V  	
2700	COROIE?TI                        	517079	1	2577	23	3	3	7	1	1.50E+11	150004	3003299	1.73E+17	V  	
2719	DEALU CRI?ULUI                   	517081	1	2577	23	3	3	7	1	1.50E+11	150004	3003918	1.82E+27	V  	
2728	DOLE?TI                          	517082	1	2577	23	3	3	7	1	1.50E+11	150004	3004171	1.83E+13	V  	
2737	DUM?CE?TI                        	517083	1	2577	23	3	3	7	1	1.50E+11	150004	3004383	1.84E+17	V  	
2746	GOJEIE?TI                        	517084	1	2577	23	3	3	7	1	1.50E+11	150004	3005389	2.13E+17	V  	
2755	HELERE?TI                        	517086	1	2577	23	3	3	7	1	1.50E+11	150004	3005781	2.22E+17	V  	
2764	INCE?TI                          	517087	1	2577	23	3	3	7	1	1.50E+11	150004	3006146	2.33E+13	V  	
2773	JOJEI                            	517088	1	2577	23	3	3	7	1	1.50E+11	150004	3006393	2530251923	V  	
2782	M?RTE?TI                         	517089	1	2577	23	3	3	7	1	1.50E+11	150004	3007240	2.83E+15	V  	
2791	ORGE?TI                          	517091	1	2577	23	3	3	7	1	1.50E+11	150004	3008327	3.03E+13	V  	
2808	P?TRU?E?TI                       	517092	1	2577	23	3	3	7	1	1.50E+11	150004	3008583	3.13E+19	V  	
2817	PLAI                             	517093	1	2577	23	3	3	7	1	1.50E+11	150004	3008944	31271323	V  	
2826	PU?ELE?TI                        	517094	1	2577	23	3	3	7	1	1.50E+11	150004	3009628	3.14E+17	V  	
2835	?OICE?TI                         	517096	1	2577	23	3	3	7	1	1.50E+11	150004	3011621	2.33E+15	V  	
2844	?TERTE?TI                        	517097	1	2577	23	3	3	7	1	1.50E+11	150004	3011695	2.34E+17	V  	
